date,Case_Temperature,inputpower
2022-01-07 00:09:05,27.9,5.904
2022-01-07 00:09:06,27.9,5.904
2022-01-07 00:09:07,27.9,5.904
2022-01-07 00:09:08,27.9,5.904
2022-01-07 00:09:09,27.9,5.904
2022-01-07 00:09:10,27.9,5.904
2022-01-07 00:09:11,28.0,7.848
2022-01-07 00:09:12,28.0,7.848
2022-01-07 00:09:13,28.0,7.848
2022-01-07 00:09:14,28.2,3.6113
2022-01-07 00:09:15,28.2,3.6113
2022-01-07 00:09:16,28.2,3.6113
2022-01-07 00:09:17,28.0,5.2464
2022-01-07 00:09:18,28.0,5.2464
2022-01-07 00:09:19,28.0,5.2464
2022-01-07 00:09:20,28.0,6.2016
2022-01-07 00:09:21,28.0,6.2016
2022-01-07 00:09:22,28.0,6.2016
2022-01-07 00:09:23,28.0,6.2016
2022-01-07 00:09:24,28.0,6.2358
2022-01-07 00:09:25,28.0,6.2358
2022-01-07 00:09:26,28.1,7.1808
2022-01-07 00:09:27,28.1,7.1808
2022-01-07 00:09:28,28.1,7.1808
2022-01-07 00:09:29,28.2,6.8607
2022-01-07 00:09:30,28.2,6.8607
2022-01-07 00:09:31,28.2,6.8607
2022-01-07 00:09:32,28.0,5.2544
2022-01-07 00:09:33,28.0,5.2544
2022-01-07 00:09:34,28.0,5.2544
2022-01-07 00:09:35,28.1,4.5892
2022-01-07 00:09:36,28.1,4.5892
2022-01-07 00:09:37,28.1,4.5892
2022-01-07 00:09:38,28.1,5.2224
2022-01-07 00:09:39,28.1,5.2224
2022-01-07 00:09:40,28.1,5.2224
2022-01-07 00:09:41,28.0,5.2272
2022-01-07 00:09:42,28.0,5.2272
2022-01-07 00:09:43,28.0,5.2272
2022-01-07 00:09:44,28.1,4.5934
2022-01-07 00:09:45,28.1,4.5934
2022-01-07 00:09:46,28.1,4.5934
2022-01-07 00:09:47,28.0,4.9125
2022-01-07 00:09:48,28.0,4.9125
2022-01-07 00:09:49,28.0,4.9125
2022-01-07 00:09:50,28.1,5.2128
2022-01-07 00:09:51,28.1,5.2128
2022-01-07 00:09:52,28.1,5.2128
2022-01-07 00:09:53,28.0,5.559
2022-01-07 00:09:54,28.0,5.559
2022-01-07 00:09:55,28.0,5.559
2022-01-07 00:09:56,28.2,5.913
2022-01-07 00:09:57,28.2,5.913
2022-01-07 00:09:58,28.2,5.913
2022-01-07 00:09:59,28.0,6.2358
2022-01-07 00:10:00,28.0,6.2358
2022-01-07 00:10:01,28.0,6.2358
2022-01-07 00:10:02,28.0,4.5668
2022-01-07 00:10:03,28.0,4.5668
2022-01-07 00:10:04,28.0,4.5668
2022-01-07 00:10:05,28.1,6.2054
2022-01-07 00:10:06,28.1,6.2054
2022-01-07 00:10:07,28.1,6.2054
2022-01-07 00:10:08,28.0,6.8922
2022-01-07 00:10:09,28.0,6.8922
2022-01-07 00:10:10,28.0,6.8922
2022-01-07 00:10:11,28.1,5.5777
2022-01-07 00:10:12,28.1,5.5777
2022-01-07 00:10:13,28.1,5.5777
2022-01-07 00:10:14,28.1,4.5724
2022-01-07 00:10:15,28.1,4.5724
2022-01-07 00:10:16,28.1,4.5724
2022-01-07 00:10:17,27.9,5.877
2022-01-07 00:10:18,27.9,5.877
2022-01-07 00:10:19,27.9,5.877
2022-01-07 00:10:20,28.1,4.9275
2022-01-07 00:10:21,28.1,4.9275
2022-01-07 00:10:22,28.1,4.9275
2022-01-07 00:10:23,28.1,5.904
2022-01-07 00:10:24,28.1,5.904
2022-01-07 00:10:25,28.1,5.904
2022-01-07 00:10:26,28.0,5.2256
2022-01-07 00:10:27,28.0,5.2256
2022-01-07 00:10:28,28.1,6.54
2022-01-07 00:10:29,28.1,6.54
2022-01-07 00:10:30,28.1,6.54
2022-01-07 00:10:31,28.3,5.2512
2022-01-07 00:10:32,28.3,5.2512
2022-01-07 00:10:33,28.3,5.2512
2022-01-07 00:10:34,28.1,6.556
2022-01-07 00:10:35,28.1,6.556
2022-01-07 00:10:36,28.1,6.556
2022-01-07 00:10:37,28.1,6.556
2022-01-07 00:10:38,28.1,6.556
2022-01-07 00:10:39,28.1,5.2272
2022-01-07 00:10:40,28.1,5.2272
2022-01-07 00:10:41,28.1,5.2272
2022-01-07 00:10:42,28.2,4.2666
2022-01-07 00:10:43,28.2,4.2666
2022-01-07 00:10:44,28.2,4.2666
2022-01-07 00:10:45,28.1,6.548
2022-01-07 00:10:46,28.1,6.548
2022-01-07 00:10:47,28.1,6.548
2022-01-07 00:10:48,28.2,6.2054
2022-01-07 00:10:49,28.2,6.2054
2022-01-07 00:10:50,28.2,6.2054
2022-01-07 00:10:51,28.2,4.2458
2022-01-07 00:10:52,28.2,4.2458
2022-01-07 00:10:53,28.2,4.2458
2022-01-07 00:10:54,28.3,6.8922
2022-01-07 00:10:55,28.3,6.8922
2022-01-07 00:10:56,28.3,6.8922
2022-01-07 00:10:57,28.1,4.914
2022-01-07 00:10:58,28.1,4.914
2022-01-07 00:10:59,28.2,8.8047
2022-01-07 00:11:00,28.2,8.8047
2022-01-07 00:11:01,28.2,8.8047
2022-01-07 00:11:02,28.2,8.8047
2022-01-07 00:11:03,28.2,8.8047
2022-01-07 00:11:04,28.2,8.8047
2022-01-07 00:11:05,28.1,5.2528
2022-01-07 00:11:06,28.1,5.2528
2022-01-07 00:11:07,28.1,5.2528
2022-01-07 00:11:08,28.3,4.2575
2022-01-07 00:11:09,28.3,4.2575
2022-01-07 00:11:10,28.3,4.2575
2022-01-07 00:11:11,28.1,5.5454
2022-01-07 00:11:12,28.1,5.5454
2022-01-07 00:11:13,28.1,5.5454
2022-01-07 00:11:14,28.2,5.886
2022-01-07 00:11:15,28.2,5.886
2022-01-07 00:11:16,28.2,5.886
2022-01-07 00:11:17,28.2,5.5794
2022-01-07 00:11:18,28.2,5.5794
2022-01-07 00:11:19,28.2,5.5794
2022-01-07 00:11:20,28.3,5.5658
2022-01-07 00:11:21,28.3,5.5658
2022-01-07 00:11:22,28.3,5.5658
2022-01-07 00:11:23,28.3,6.8418
2022-01-07 00:11:24,28.3,6.8418
2022-01-07 00:11:25,28.3,6.8418
2022-01-07 00:11:26,28.2,7.183
2022-01-07 00:11:27,28.2,7.183
2022-01-07 00:11:28,28.2,7.183
2022-01-07 00:11:29,28.2,3.9384
2022-01-07 00:11:30,28.2,3.9384
2022-01-07 00:11:31,28.2,3.9384
2022-01-07 00:11:32,28.4,4.5878
2022-01-07 00:11:33,28.4,4.5878
2022-01-07 00:11:34,28.4,4.5878
2022-01-07 00:11:35,28.4,4.2445
2022-01-07 00:11:36,28.4,4.2445
2022-01-07 00:11:37,28.4,4.2445
2022-01-07 00:11:38,28.2,4.899
2022-01-07 00:11:39,28.2,4.899
2022-01-07 00:11:40,28.2,4.899
2022-01-07 00:11:41,28.2,4.9215
2022-01-07 00:11:42,28.2,4.9215
2022-01-07 00:11:43,28.2,4.9215
2022-01-07 00:11:44,28.4,4.9155
2022-01-07 00:11:45,28.4,4.9155
2022-01-07 00:11:46,28.4,4.9155
2022-01-07 00:11:47,28.2,3.258
2022-01-07 00:11:48,28.2,3.258
2022-01-07 00:11:49,28.2,3.258
2022-01-07 00:11:50,28.2,3.258
2022-01-07 00:11:51,28.2,3.258
2022-01-07 00:11:52,28.2,3.258
2022-01-07 00:11:53,28.3,3.9372
2022-01-07 00:11:54,28.3,3.9372
2022-01-07 00:11:55,28.3,3.9372
2022-01-07 00:11:56,28.3,5.5692
2022-01-07 00:11:57,28.3,5.5692
2022-01-07 00:11:58,28.3,5.5692
2022-01-07 00:11:59,28.3,4.8885
2022-01-07 00:12:00,28.3,4.8885
2022-01-07 00:12:01,28.3,4.8885
2022-01-07 00:12:02,28.4,5.2304
2022-01-07 00:12:03,28.4,5.2304
2022-01-07 00:12:04,28.4,5.2304
2022-01-07 00:12:05,28.1,5.5828
2022-01-07 00:12:06,28.1,5.5828
2022-01-07 00:12:07,28.1,5.5828
2022-01-07 00:12:08,28.2,4.2614
2022-01-07 00:12:09,28.2,4.2614
2022-01-07 00:12:10,28.2,4.2614
2022-01-07 00:12:11,28.3,4.5654
2022-01-07 00:12:12,28.3,4.5654
2022-01-07 00:12:13,28.3,4.5654
2022-01-07 00:12:14,28.4,4.5738
2022-01-07 00:12:15,28.4,4.5738
2022-01-07 00:12:16,28.4,4.5738
2022-01-07 00:12:17,28.1,4.9215
2022-01-07 00:12:18,28.1,4.9215
2022-01-07 00:12:19,28.1,4.9215
2022-01-07 00:12:20,28.3,4.2575
2022-01-07 00:12:21,28.3,4.2575
2022-01-07 00:12:22,28.3,4.2575
2022-01-07 00:12:23,28.3,5.2176
2022-01-07 00:12:24,28.3,5.2176
2022-01-07 00:12:25,28.3,5.2176
2022-01-07 00:12:26,28.3,5.5505
2022-01-07 00:12:27,28.3,5.5505
2022-01-07 00:12:28,28.3,5.5505
2022-01-07 00:12:29,28.3,4.9155
2022-01-07 00:12:30,28.3,4.9155
2022-01-07 00:12:31,28.3,4.9155
2022-01-07 00:12:32,28.3,5.2384
2022-01-07 00:12:33,28.3,5.2384
2022-01-07 00:12:34,28.3,5.2384
2022-01-07 00:12:35,28.3,5.542
2022-01-07 00:12:36,28.3,5.542
2022-01-07 00:12:37,28.3,5.542
2022-01-07 00:12:38,28.4,5.5607
2022-01-07 00:12:39,28.4,5.5607
2022-01-07 00:12:40,28.4,5.5607
2022-01-07 00:12:41,28.4,6.56
2022-01-07 00:12:42,28.4,6.56
2022-01-07 00:12:43,28.4,6.56
2022-01-07 00:12:44,28.5,8.5228
2022-01-07 00:12:45,28.5,8.5228
2022-01-07 00:12:46,28.5,8.5228
2022-01-07 00:12:47,28.5,8.5228
2022-01-07 00:12:48,28.5,8.5228
2022-01-07 00:12:49,28.5,8.5228
2022-01-07 00:12:50,28.3,4.902
2022-01-07 00:12:51,28.3,4.902
2022-01-07 00:12:52,28.3,4.902
2022-01-07 00:12:53,28.3,4.592
2022-01-07 00:12:54,28.3,4.592
2022-01-07 00:12:55,28.3,4.592
2022-01-07 00:12:56,28.5,4.5864
2022-01-07 00:12:57,28.5,4.5864
2022-01-07 00:12:58,28.5,4.5864
2022-01-07 00:12:59,28.4,5.8734
2022-01-07 00:13:00,28.4,5.8734
2022-01-07 00:13:01,28.4,5.8734
2022-01-07 00:13:02,28.5,4.5738
2022-01-07 00:13:03,28.5,4.5738
2022-01-07 00:13:04,28.5,4.5738
2022-01-07 00:13:05,28.5,6.2358
2022-01-07 00:13:06,28.5,6.2358
2022-01-07 00:13:07,28.5,6.2358
2022-01-07 00:13:08,28.6,5.5692
2022-01-07 00:13:09,28.6,5.5692
2022-01-07 00:13:10,28.6,5.5692
2022-01-07 00:13:11,28.4,5.5437
2022-01-07 00:13:12,28.4,5.5437
2022-01-07 00:13:13,28.4,5.5437
2022-01-07 00:13:14,28.3,6.8691
2022-01-07 00:13:15,28.3,6.8691
2022-01-07 00:13:16,28.3,6.8691
2022-01-07 00:13:17,28.5,8.205
2022-01-07 00:13:18,28.5,8.205
2022-01-07 00:13:19,28.5,8.205
2022-01-07 00:13:20,28.4,4.5836
2022-01-07 00:13:21,28.4,4.5836
2022-01-07 00:13:22,28.4,4.5836
2022-01-07 00:13:23,28.4,5.8716
2022-01-07 00:13:24,28.4,5.8716
2022-01-07 00:13:25,28.4,5.8716
2022-01-07 00:13:26,28.5,4.2471
2022-01-07 00:13:27,28.5,4.2471
2022-01-07 00:13:28,28.5,4.2471
2022-01-07 00:13:29,28.4,4.9215
2022-01-07 00:13:30,28.4,4.9215
2022-01-07 00:13:31,28.4,4.9215
2022-01-07 00:13:32,28.4,3.608
2022-01-07 00:13:33,28.4,3.608
2022-01-07 00:13:34,28.4,3.608
2022-01-07 00:13:35,28.3,6.1997
2022-01-07 00:13:36,28.3,6.1997
2022-01-07 00:13:37,28.3,6.1997
2022-01-07 00:13:38,28.5,5.877
2022-01-07 00:13:39,28.5,5.877
2022-01-07 00:13:40,28.5,5.877
2022-01-07 00:13:41,28.4,6.2339
2022-01-07 00:13:42,28.4,6.2339
2022-01-07 00:13:43,28.4,6.2339
2022-01-07 00:13:44,28.4,5.2496
2022-01-07 00:13:45,28.4,5.2496
2022-01-07 00:13:46,28.4,5.2496
2022-01-07 00:13:47,28.5,4.5612
2022-01-07 00:13:48,28.5,4.5612
2022-01-07 00:13:49,28.5,4.5612
2022-01-07 00:13:50,28.5,4.2458
2022-01-07 00:13:51,28.5,4.2458
2022-01-07 00:13:52,28.5,4.2458
2022-01-07 00:13:53,28.6,5.5794
2022-01-07 00:13:54,28.6,5.5794
2022-01-07 00:13:55,28.6,5.5794
2022-01-07 00:13:56,28.5,6.2301
2022-01-07 00:13:57,28.5,6.2301
2022-01-07 00:13:58,28.5,6.2301
2022-01-07 00:13:59,28.5,5.5488
2022-01-07 00:14:00,28.5,5.5488
2022-01-07 00:14:01,28.5,5.5488
2022-01-07 00:14:02,28.7,6.8586
2022-01-07 00:14:03,28.7,6.8586
2022-01-07 00:14:04,28.7,6.8586
2022-01-07 00:14:05,28.3,5.248
2022-01-07 00:14:06,28.3,5.248
2022-01-07 00:14:07,28.3,5.248
2022-01-07 00:14:08,28.5,5.24
2022-01-07 00:14:09,28.5,5.24
2022-01-07 00:14:10,28.5,5.24
2022-01-07 00:14:11,28.6,4.5654
2022-01-07 00:14:12,28.6,4.5654
2022-01-07 00:14:13,28.6,4.5654
2022-01-07 00:14:14,28.6,3.265
2022-01-07 00:14:15,28.6,3.265
2022-01-07 00:14:16,28.6,3.265
2022-01-07 00:14:17,28.5,4.9185
2022-01-07 00:14:18,28.5,4.9185
2022-01-07 00:14:19,28.5,4.9185
2022-01-07 00:14:20,28.4,5.8968
2022-01-07 00:14:21,28.4,5.8968
2022-01-07 00:14:22,28.4,5.8968
2022-01-07 00:14:23,28.5,4.2367
2022-01-07 00:14:24,28.5,4.2367
2022-01-07 00:14:25,28.5,4.2367
2022-01-07 00:14:26,28.4,5.5556
2022-01-07 00:14:27,28.4,5.5556
2022-01-07 00:14:28,28.4,5.5556
2022-01-07 00:14:29,28.5,4.92
2022-01-07 00:14:30,28.5,4.92
2022-01-07 00:14:31,28.5,4.92
2022-01-07 00:14:32,28.5,5.2368
2022-01-07 00:14:33,28.5,5.2368
2022-01-07 00:14:34,28.5,5.2368
2022-01-07 00:14:35,28.5,5.2128
2022-01-07 00:14:36,28.5,5.2128
2022-01-07 00:14:37,28.5,5.2128
2022-01-07 00:14:38,28.6,5.5539
2022-01-07 00:14:39,28.6,5.5539
2022-01-07 00:14:40,28.6,5.5539
2022-01-07 00:14:41,28.6,4.5934
2022-01-07 00:14:42,28.6,4.5934
2022-01-07 00:14:43,28.6,4.5934
2022-01-07 00:14:44,28.5,4.9125
2022-01-07 00:14:45,28.5,4.9125
2022-01-07 00:14:46,28.5,4.9125
2022-01-07 00:14:47,28.3,5.2176
2022-01-07 00:14:48,28.3,5.2176
2022-01-07 00:14:49,28.3,5.2176
2022-01-07 00:14:50,28.5,7.5072
2022-01-07 00:14:51,28.5,7.5072
2022-01-07 00:14:52,28.5,7.5072
2022-01-07 00:14:53,28.6,7.5463
2022-01-07 00:14:54,28.6,7.5463
2022-01-07 00:14:55,28.6,7.5463
2022-01-07 00:14:56,28.6,4.9125
2022-01-07 00:14:57,28.6,4.9125
2022-01-07 00:14:58,28.6,4.9125
2022-01-07 00:14:59,28.6,4.9125
2022-01-07 00:15:00,28.6,4.9125
2022-01-07 00:15:01,28.6,4.9125
2022-01-07 00:15:02,28.5,5.8968
2022-01-07 00:15:03,28.5,5.8968
2022-01-07 00:15:04,28.5,4.5836
2022-01-07 00:15:05,28.5,4.5836
2022-01-07 00:15:06,28.5,4.5836
2022-01-07 00:15:07,28.5,5.2192
2022-01-07 00:15:08,28.5,5.2192
2022-01-07 00:15:09,28.6,6.1997
2022-01-07 00:15:10,28.6,6.1997
2022-01-07 00:15:11,28.6,6.1997
2022-01-07 00:15:12,28.6,6.2377
2022-01-07 00:15:13,28.6,6.2377
2022-01-07 00:15:14,28.6,6.2377
2022-01-07 00:15:15,28.6,5.5675
2022-01-07 00:15:16,28.6,5.5675
2022-01-07 00:15:17,28.6,5.5675
2022-01-07 00:15:18,28.6,6.8397
2022-01-07 00:15:19,28.6,6.8397
2022-01-07 00:15:20,28.6,6.8397
2022-01-07 00:15:21,28.7,3.918
2022-01-07 00:15:22,28.7,3.918
2022-01-07 00:15:23,28.7,3.918
2022-01-07 00:15:24,28.5,7.205
2022-01-07 00:15:25,28.5,7.205
2022-01-07 00:15:26,28.5,7.205
2022-01-07 00:15:27,28.7,5.2384
2022-01-07 00:15:28,28.7,5.2384
2022-01-07 00:15:29,28.7,5.2384
2022-01-07 00:15:30,28.8,4.8855
2022-01-07 00:15:31,28.8,4.8855
2022-01-07 00:15:32,28.8,4.8855
2022-01-07 00:15:33,28.7,6.526
2022-01-07 00:15:34,28.7,6.526
2022-01-07 00:15:35,28.7,6.526
2022-01-07 00:15:36,28.6,7.544
2022-01-07 00:15:37,28.6,7.544
2022-01-07 00:15:38,28.6,7.544
2022-01-07 00:15:39,28.7,5.5675
2022-01-07 00:15:40,28.7,5.5675
2022-01-07 00:15:41,28.7,5.5675
2022-01-07 00:15:42,28.7,3.9156
2022-01-07 00:15:43,28.7,3.9156
2022-01-07 00:15:44,28.7,3.9156
2022-01-07 00:15:45,28.7,6.52
2022-01-07 00:15:46,28.7,6.52
2022-01-07 00:15:47,28.7,6.52
2022-01-07 00:15:48,28.5,4.926
2022-01-07 00:15:49,28.5,4.926
2022-01-07 00:15:50,28.5,4.926
2022-01-07 00:15:51,28.6,5.5675
2022-01-07 00:15:52,28.6,5.5675
2022-01-07 00:15:53,28.6,5.5675
2022-01-07 00:15:54,28.6,3.5838
2022-01-07 00:15:55,28.6,3.5838
2022-01-07 00:15:56,28.6,3.5838
2022-01-07 00:15:57,28.7,6.2092
2022-01-07 00:15:58,28.7,6.2092
2022-01-07 00:15:59,28.7,6.2092
2022-01-07 00:16:00,28.6,4.9185
2022-01-07 00:16:01,28.6,4.9185
2022-01-07 00:16:02,28.6,4.9185
2022-01-07 00:16:03,28.7,5.5692
2022-01-07 00:16:04,28.7,5.5692
2022-01-07 00:16:05,28.7,5.5692
2022-01-07 00:16:06,28.7,6.534
2022-01-07 00:16:07,28.7,6.534
2022-01-07 00:16:08,28.7,6.534
2022-01-07 00:16:09,28.7,3.265
2022-01-07 00:16:10,28.7,3.265
2022-01-07 00:16:11,28.7,3.265
2022-01-07 00:16:12,28.7,3.9348
2022-01-07 00:16:13,28.7,3.9348
2022-01-07 00:16:14,28.7,3.9348
2022-01-07 00:16:15,28.7,5.8986
2022-01-07 00:16:16,28.7,5.8986
2022-01-07 00:16:17,28.7,5.8986
2022-01-07 00:16:18,28.8,4.896
2022-01-07 00:16:19,28.8,4.896
2022-01-07 00:16:20,28.8,4.896
2022-01-07 00:16:21,28.7,3.9192
2022-01-07 00:16:22,28.7,3.9192
2022-01-07 00:16:23,28.7,3.9192
2022-01-07 00:16:24,28.6,4.6046
2022-01-07 00:16:25,28.6,4.6046
2022-01-07 00:16:26,28.6,4.6046
2022-01-07 00:16:27,28.7,4.9155
2022-01-07 00:16:28,28.7,4.9155
2022-01-07 00:16:29,28.7,4.9155
2022-01-07 00:16:30,28.7,5.8662
2022-01-07 00:16:31,28.7,5.8662
2022-01-07 00:16:32,28.7,5.8662
2022-01-07 00:16:33,28.7,4.5682
2022-01-07 00:16:34,28.7,4.5682
2022-01-07 00:16:35,28.7,4.5682
2022-01-07 00:16:36,28.7,4.5906
2022-01-07 00:16:37,28.7,4.5906
2022-01-07 00:16:38,28.7,4.5906
2022-01-07 00:16:39,28.7,6.2187
2022-01-07 00:16:40,28.7,6.2187
2022-01-07 00:16:41,28.7,6.2187
2022-01-07 00:16:42,28.8,5.8626
2022-01-07 00:16:43,28.8,5.8626
2022-01-07 00:16:44,28.8,5.8626
2022-01-07 00:16:45,28.9,8.16
2022-01-07 00:16:46,28.9,8.16
2022-01-07 00:16:47,28.9,8.16
2022-01-07 00:16:48,28.6,4.2627
2022-01-07 00:16:49,28.6,4.2627
2022-01-07 00:16:50,28.6,4.2627
2022-01-07 00:16:51,28.7,7.2006
2022-01-07 00:16:52,28.7,7.2006
2022-01-07 00:16:53,28.7,7.2006
2022-01-07 00:16:54,28.9,7.172
2022-01-07 00:16:55,28.9,7.172
2022-01-07 00:16:56,28.9,7.172
2022-01-07 00:16:57,28.8,5.8734
2022-01-07 00:16:58,28.8,5.8734
2022-01-07 00:16:59,28.8,5.8734
2022-01-07 00:17:00,28.9,4.9185
2022-01-07 00:17:01,28.9,4.9185
2022-01-07 00:17:02,28.9,4.9185
2022-01-07 00:17:03,28.6,4.917
2022-01-07 00:17:04,28.6,4.917
2022-01-07 00:17:05,28.6,4.917
2022-01-07 00:17:06,28.8,5.216
2022-01-07 00:17:07,28.8,5.216
2022-01-07 00:17:08,28.7,5.5573
2022-01-07 00:17:09,28.7,5.5573
2022-01-07 00:17:10,28.7,5.5573
2022-01-07 00:17:11,28.9,6.8817
2022-01-07 00:17:12,28.9,6.8817
2022-01-07 00:17:13,28.9,6.8817
2022-01-07 00:17:14,28.8,4.585
2022-01-07 00:17:15,28.8,4.585
2022-01-07 00:17:16,28.8,4.585
2022-01-07 00:17:17,28.8,4.887
2022-01-07 00:17:18,28.8,4.887
2022-01-07 00:17:19,28.8,4.887
2022-01-07 00:17:20,28.9,4.8945
2022-01-07 00:17:21,28.9,4.8945
2022-01-07 00:17:22,28.9,4.8945
2022-01-07 00:17:23,28.9,3.936
2022-01-07 00:17:24,28.9,3.936
2022-01-07 00:17:25,28.9,3.936
2022-01-07 00:17:26,28.8,5.895
2022-01-07 00:17:27,28.8,5.895
2022-01-07 00:17:28,28.8,5.895
2022-01-07 00:17:29,29.0,4.881
2022-01-07 00:17:30,29.0,4.881
2022-01-07 00:17:31,29.0,4.881
2022-01-07 00:17:32,28.8,3.5926
2022-01-07 00:17:33,28.8,3.5926
2022-01-07 00:17:34,28.8,3.5926
2022-01-07 00:17:35,28.7,4.2614
2022-01-07 00:17:36,28.7,4.2614
2022-01-07 00:17:37,28.7,4.2614
2022-01-07 00:17:38,28.8,4.9125
2022-01-07 00:17:39,28.8,4.9125
2022-01-07 00:17:40,28.8,4.9125
2022-01-07 00:17:41,28.8,4.89
2022-01-07 00:17:42,28.8,4.89
2022-01-07 00:17:43,28.8,4.89
2022-01-07 00:17:44,28.6,4.2471
2022-01-07 00:17:45,28.6,4.2471
2022-01-07 00:17:46,28.6,4.2471
2022-01-07 00:17:47,28.6,4.2471
2022-01-07 00:17:48,28.6,4.2471
2022-01-07 00:17:49,28.6,4.2471
2022-01-07 00:17:50,28.8,5.559
2022-01-07 00:17:51,28.8,5.559
2022-01-07 00:17:52,28.8,5.559
2022-01-07 00:17:53,28.8,4.5654
2022-01-07 00:17:54,28.8,4.5654
2022-01-07 00:17:55,28.8,4.5654
2022-01-07 00:17:56,28.9,6.1997
2022-01-07 00:17:57,28.9,6.1997
2022-01-07 00:17:58,28.9,6.1997
2022-01-07 00:17:59,28.9,4.914
2022-01-07 00:18:00,28.9,4.914
2022-01-07 00:18:01,28.9,4.914
2022-01-07 00:18:02,29.1,3.924
2022-01-07 00:18:03,29.1,3.924
2022-01-07 00:18:04,29.1,3.924
2022-01-07 00:18:05,28.8,5.2144
2022-01-07 00:18:06,28.8,5.2144
2022-01-07 00:18:07,28.8,5.2144
2022-01-07 00:18:08,28.9,4.2419
2022-01-07 00:18:09,28.9,4.2419
2022-01-07 00:18:10,28.9,4.2419
2022-01-07 00:18:11,28.8,6.558
2022-01-07 00:18:12,28.8,6.558
2022-01-07 00:18:13,28.8,6.558
2022-01-07 00:18:14,28.8,6.2168
2022-01-07 00:18:15,28.8,6.2168
2022-01-07 00:18:16,28.8,6.2168
2022-01-07 00:18:17,28.9,6.194
2022-01-07 00:18:18,28.9,6.194
2022-01-07 00:18:19,28.9,6.194
2022-01-07 00:18:20,28.8,6.2035
2022-01-07 00:18:21,28.8,6.2035
2022-01-07 00:18:22,28.8,6.2035
2022-01-07 00:18:23,29.0,4.2614
2022-01-07 00:18:24,29.0,4.2614
2022-01-07 00:18:25,29.0,4.2614
2022-01-07 00:18:26,29.0,4.2614
2022-01-07 00:18:27,29.0,4.2614
2022-01-07 00:18:28,29.0,5.5488
2022-01-07 00:18:29,29.0,5.5488
2022-01-07 00:18:30,29.0,5.5488
2022-01-07 00:18:31,28.8,3.5915
2022-01-07 00:18:32,28.8,3.5915
2022-01-07 00:18:33,28.8,3.5915
2022-01-07 00:18:34,29.1,4.592
2022-01-07 00:18:35,29.1,4.592
2022-01-07 00:18:36,29.1,4.592
2022-01-07 00:18:37,29.0,4.908
2022-01-07 00:18:38,29.0,4.908
2022-01-07 00:18:39,29.0,5.8608
2022-01-07 00:18:40,29.0,5.8608
2022-01-07 00:18:41,29.0,3.918
2022-01-07 00:18:42,29.0,3.918
2022-01-07 00:18:43,29.0,3.918
2022-01-07 00:18:44,28.9,5.5743
2022-01-07 00:18:45,28.9,5.5743
2022-01-07 00:18:46,28.9,5.5743
2022-01-07 00:18:47,29.1,4.585
2022-01-07 00:18:48,29.1,4.585
2022-01-07 00:18:49,29.1,4.585
2022-01-07 00:18:50,28.9,3.5871
2022-01-07 00:18:51,28.9,3.5871
2022-01-07 00:18:52,28.9,3.5871
2022-01-07 00:18:53,29.0,5.8698
2022-01-07 00:18:54,29.0,5.8698
2022-01-07 00:18:55,29.0,5.8698
2022-01-07 00:18:56,29.0,4.5892
2022-01-07 00:18:57,29.0,4.5892
2022-01-07 00:18:58,29.0,4.5892
2022-01-07 00:18:59,29.0,5.895
2022-01-07 00:19:00,29.0,5.895
2022-01-07 00:19:01,29.0,5.895
2022-01-07 00:19:02,29.0,7.1698
2022-01-07 00:19:03,29.0,7.1698
2022-01-07 00:19:04,29.0,7.1698
2022-01-07 00:19:05,29.0,6.524
2022-01-07 00:19:06,29.0,6.524
2022-01-07 00:19:07,29.0,6.524
2022-01-07 00:19:08,29.0,7.544
2022-01-07 00:19:09,29.0,7.544
2022-01-07 00:19:10,29.0,7.544
2022-01-07 00:19:11,29.0,5.5641
2022-01-07 00:19:12,29.0,5.5641
2022-01-07 00:19:13,29.0,5.5641
2022-01-07 00:19:14,29.2,5.216
2022-01-07 00:19:15,29.2,5.216
2022-01-07 00:19:16,29.2,5.216
2022-01-07 00:19:17,29.0,4.8915
2022-01-07 00:19:18,29.0,4.8915
2022-01-07 00:19:19,29.0,4.8915
2022-01-07 00:19:20,29.1,4.2614
2022-01-07 00:19:21,29.1,4.2614
2022-01-07 00:19:22,29.1,4.2614
2022-01-07 00:19:23,29.0,6.8754
2022-01-07 00:19:24,29.0,6.8754
2022-01-07 00:19:25,29.0,5.216
2022-01-07 00:19:26,29.0,5.216
2022-01-07 00:19:27,29.0,5.216
2022-01-07 00:19:28,29.1,5.2208
2022-01-07 00:19:29,29.1,5.2208
2022-01-07 00:19:30,29.1,5.2208
2022-01-07 00:19:31,29.1,4.264
2022-01-07 00:19:32,29.1,4.264
2022-01-07 00:19:33,29.1,4.264
2022-01-07 00:19:34,29.0,4.5864
2022-01-07 00:19:35,29.0,4.5864
2022-01-07 00:19:36,29.0,4.5864
2022-01-07 00:19:37,29.1,9.1196
2022-01-07 00:19:38,29.1,9.1196
2022-01-07 00:19:39,29.1,9.1196
2022-01-07 00:19:40,29.0,5.8698
2022-01-07 00:19:41,29.0,5.8698
2022-01-07 00:19:42,29.0,5.8698
2022-01-07 00:19:43,29.1,4.592
2022-01-07 00:19:44,29.1,4.592
2022-01-07 00:19:45,29.1,4.592
2022-01-07 00:19:46,29.3,3.6014
2022-01-07 00:19:47,29.3,3.6014
2022-01-07 00:19:48,29.3,3.6014
